redshift,norm(psf_u),norm(psf_g),norm(psf_r),norm(psf_i),norm(psf_z),norm(model_u),norm(model_g),norm(model_r),norm(model_i),norm(model_z)
1.694366,0.493082516827,0.597455900068,0.631021703284,0.600801146445,0.716056192214,0.481092471483,0.497216861263,0.531396991593,0.465521850802,0.604801336801
0.7309951,0.453131917391,0.548329747026,0.575045335859,0.546570219735,0.636949853672,0.449939927679,0.455271061729,0.484225977641,0.423960080501,0.538370730336
1.727257,0.504835475577,0.601273602667,0.624839729875,0.576822710523,0.686497841534,0.491349937698,0.498721289769,0.525831762491,0.448210635086,0.579553986186
1.800629,0.518260987819,0.623462988146,0.654242188826,0.620636003821,0.717932776255,0.502199327472,0.518300460184,0.551456391929,0.481651755734,0.606954240213
1.471483,0.476033261864,0.559269816665,0.570498788217,0.521318411355,0.617173986385,0.466970782794,0.463375859808,0.47862664588,0.404245929066,0.518625653253
3.613682,0.898793145117,0.682169303886,0.645236145559,0.608632455302,0.704833272753,0.813051298477,0.568022740306,0.542659529937,0.472381622263,0.595493574747
2.744284,0.609640944228,0.652187949232,0.667206538528,0.667576770848,0.761600657321,0.573106959238,0.542590554608,0.562319441985,0.518817161523,0.648014104679
1.567551,0.440788428265,0.548497309299,0.57550235895,0.539301214685,0.639851528917,0.440987157195,0.455743558119,0.484845779929,0.418078988157,0.540936166138
1.63538,0.472194444876,0.57586818607,0.61087556215,0.569586461035,0.667199011092,0.46528066211,0.478703102708,0.512089473684,0.440026861957,0.562005398527
1.795965,0.454556876796,0.577374305652,0.602126194317,0.554036440562,0.648936032085,0.451862359293,0.479505536578,0.505729057192,0.429290566382,0.546396695321
0.1609565,0.475826317552,0.565104736125,0.559296601777,0.504860106456,0.585524564421,0.44364524009,0.437235739519,0.432408882433,0.353992215125,0.449729060758
0.8917932,0.347016786879,0.476703021426,0.50617118792,0.482507165279,0.578321666734,0.366442920735,0.396051874164,0.427135961833,0.374821901619,0.487025181051
1.322447,0.419105098886,0.529464434746,0.555336375076,0.531609799372,0.638092590054,0.423687032592,0.438922146635,0.467875106104,0.412109310766,0.538464655121
3.812184,0.901879571714,0.669622836085,0.619799674105,0.587577453255,0.676300013278,0.855783016898,0.558702411514,0.522411211698,0.456356746308,0.571695612485
1.686299,0.528400520021,0.619011266137,0.650121299945,0.614734543469,0.721382505861,0.510552548029,0.514715427574,0.54766829026,0.476682505885,0.606827165503
1.767194,0.358159998995,0.472518493311,0.49566925815,0.446699194759,0.540173066098,0.375738291177,0.391720567255,0.416976617431,0.34642694598,0.454814504688
1.362314,0.481903828544,0.586130243114,0.600381953528,0.56818206633,0.675836606057,0.473563485415,0.486899700086,0.505850852401,0.441175815327,0.570908608728
0.9168196,0.418244801818,0.528411186173,0.553658703477,0.531841817934,0.622934295958,0.420687523026,0.437706615921,0.464135181207,0.410947096161,0.523182540058
1.96436,0.445245860929,0.552456048869,0.574665763459,0.533602429371,0.619741377164,0.444059997231,0.458781034913,0.482950105158,0.413893212051,0.522223647805
1.801498,0.499947894379,0.599078472194,0.617318051522,0.565045721305,0.658049229198,0.486226777707,0.496934983417,0.51765037229,0.436717918686,0.552686586497
1.662444,0.503016582891,0.593064345207,0.611953470953,0.573737546063,0.687415330443,0.488871954439,0.492133340101,0.514848541161,0.445075679214,0.57919915922
0.4775135,0.44683268035,0.554517258914,0.591370789555,0.560124880579,0.645167082334,0.442021996795,0.45839655785,0.493364407532,0.428322496252,0.540343150827
1.228591,0.50799950629,0.607500579028,0.620094754841,0.594997952777,0.701862732038,0.493471241549,0.505120240881,0.521842292742,0.461741868476,0.591273712171
2.074169,0.454066123142,0.564233929872,0.579729502498,0.546188753924,0.625774996569,0.451329100112,0.46797770465,0.487818665663,0.425518010348,0.527501238518
1.463078,0.424128672061,0.527819866028,0.546116542296,0.50566398253,0.610532055334,0.428749768276,0.438910806721,0.46030539851,0.392730933792,0.516990870879
2.333342,0.585287294137,0.643959283015,0.660820376931,0.625788863109,0.690803368067,0.556508460576,0.535282250444,0.557245724217,0.485346866158,0.586385940012
1.518201,0.466254404034,0.56354103723,0.59075886508,0.554715436058,0.648330589833,0.4599521768,0.467654787117,0.497391769123,0.429683629377,0.547396104147
1.600522,0.515126520579,0.609757817524,0.634450656644,0.602588371776,0.712138751295,0.500959749198,0.506936247007,0.534500333529,0.467851054056,0.603856563961
2.025904,0.515941733351,0.619805084318,0.652016601588,0.614061689641,0.700446685824,0.499102435041,0.513220178998,0.547509685832,0.475201491199,0.589076608861
0.2468305,0.511592946451,0.612866453515,0.584295252791,0.532726218097,0.614570728173,0.456294452931,0.444244885969,0.429687706798,0.351010559125,0.439554489574
1.228082,0.383736098701,0.506628090683,0.530077848187,0.506130066876,0.61008084304,0.394935621713,0.419878112131,0.445587665404,0.392330974955,0.514766756519
1.508448,0.52465113254,0.6252647678,0.651004621886,0.621527910468,0.74003428783,0.505180064437,0.517945142899,0.544634777577,0.47997023118,0.622985911896
1.691029,0.533740422359,0.634432170921,0.657648099005,0.626039306674,0.725467089013,0.513184818598,0.526865334749,0.553795401262,0.485679988373,0.613396989373
0.4255106,0.48178114013,0.58421912746,0.607051034181,0.568708202539,0.64184288874,0.472076343473,0.482474433895,0.508773396115,0.438034494063,0.538653732467
6.477393,0.700443673823,0.702794343512,0.717593654369,0.691360038215,0.794653930572,0.651724263351,0.585614185908,0.604797821847,0.536415880806,0.671732875455
3.265827,0.708064398114,0.618566158632,0.625636639887,0.6034420636,0.710540498527,0.660036418845,0.515019445251,0.526029341386,0.468011249771,0.598682720234
0.2112526,0.370065948718,0.489580732021,0.509994435712,0.463451617306,0.558187125127,0.379271059924,0.402196487219,0.418515026254,0.347950927066,0.454968590447
0.7335339,0.459669879477,0.550514526161,0.580712678224,0.56640575952,0.649260991019,0.456052169057,0.457117307624,0.48840111742,0.438394138746,0.547142568616
1.505809,0.48636052212,0.579487272384,0.598233816982,0.560209499113,0.66253983168,0.475945845741,0.4796858952,0.502161269524,0.433036599947,0.557877619074
1.540085,0.427330396202,0.536395302046,0.572031159758,0.542140712433,0.649216515403,0.42970423768,0.445961532854,0.481503719382,0.420122279192,0.548179424579
1.470459,0.466634294664,0.580718434567,0.595338057228,0.926476047496,0.660405002129,0.461522622157,0.481384182225,0.49996787313,0.719522765296,0.555823551548
0.7454146,0.500964138768,0.596258379731,0.619118620087,0.596605704927,0.683901756808,0.488077638782,0.494293323599,0.520609183911,0.461599708041,0.576576017994
1.090752,0.545015931017,0.646987049183,0.663865277274,0.644185205405,0.740337726305,0.525533669832,0.53817932831,0.559198236752,0.499986738765,0.627010558251
1.760888,0.854821174246,0.71058890052,0.681586123601,0.647711887539,0.740507020584,0.775904428691,0.591459641248,0.572765140457,0.50111500461,0.620997530331
1.458758,0.354203667201,0.465036417299,0.489578817377,0.4513586734,0.549216680393,0.372057688201,0.385208217009,0.412029025368,0.350572938382,0.463240724314
0.3736186,0.320978757905,0.429651017601,0.44745588239,0.41424457486,0.474838386732,0.346203710874,0.35774348684,0.375269607229,0.318468019737,0.398674494141
0.4012821,0.418374881099,0.530925914185,0.570336205773,0.544209772076,0.61316974628,0.422119520454,0.439710540611,0.478970379026,0.421055870112,0.515909815017
0.4680886,0.519966061133,0.610971511826,0.641272718416,0.607848369046,0.687944016391,0.502903886632,0.504666644347,0.535152073228,0.466755145624,0.576521995896
1.636703,0.502281191497,0.600933302452,0.628760271098,0.590451753787,0.687505716372,0.489925566639,0.499219165966,0.529204136512,0.457612850455,0.578971406963
1.500639,0.464620283055,0.564019139623,0.591744601159,0.554972703699,0.66154845586,0.458311920836,0.468297922204,0.497069688458,0.431658492442,0.557293812076
3.387609,0.75736740228,0.615949858122,0.613866054981,0.584701787908,0.672631492337,0.69652390104,0.511759490157,0.516650568949,0.453439805134,0.567430936123
0.4665724,0.449332272005,0.542577638265,0.572959927972,0.531283608571,0.618619443893,0.443788381168,0.449900262762,0.478489152621,0.409671365387,0.517838035609
1.976352,0.427700678703,0.547550161934,0.570005280089,0.528377917292,0.610605942244,0.430452208479,0.454287729242,0.478855620873,0.409684096173,0.515427913341
1.97093,0.455105279223,0.562723281581,0.585051837236,0.549267094309,0.634860934434,0.452187946583,0.467368049308,0.49233537334,0.426558221594,0.536204935287
0.3520676,0.446055161006,0.56121263329,0.582320580191,0.563298075611,0.626302247819,0.441483457819,0.460416142421,0.482905176259,0.427060557163,0.518059035104
1.392245,0.543347072957,0.632896291245,0.657050896562,0.632317455985,0.739783215807,0.521619582638,0.52547376538,0.552032889254,0.490297019829,0.624136337044
0.6385314,0.496313065355,0.580097354328,0.620059549981,0.584632182339,0.684506481711,0.481127083465,0.480025012609,0.519223425084,0.448603167632,0.573555691566
1.850446,0.716192875055,0.686378416427,0.663378810118,0.622485328238,0.708373388288,0.660592557133,0.571839431147,0.558307778443,0.482576329014,0.600058442089
2.026054,0.521495970868,0.595944604818,0.591428397507,0.540625767708,0.617466664629,0.504382815562,0.49554449404,0.49789194145,0.419537723969,0.520275168926
3.993343,0.706628352405,0.684680150146,0.637140948034,0.607296301351,0.706267252683,0.659229197025,0.571047257199,0.53709592477,0.471842685686,0.596015379109
1.765979,0.547583518659,0.640198512772,0.671388235803,0.641063873345,0.737868612288,0.524450725444,0.529669533325,0.561957845541,0.494972400718,0.620463448218
1.865456,0.522899496756,0.633977359037,0.661420139727,0.617193940221,0.712232723967,0.504009123484,0.526149840215,0.556823500824,0.478834539045,0.600586999214
1.198049,0.500179228556,0.582948500803,0.593645663597,0.571246076157,0.667595704889,0.487535579944,0.483457226387,0.499505051335,0.443049362559,0.562738380184
1.54319,0.468953549132,0.56658174257,0.588286203734,0.546788590146,0.644238115846,0.461438732099,0.469021516676,0.494304666548,0.423594070425,0.543198341522
1.019443,0.423489361954,0.537394206098,0.555438789214,0.534146990583,0.626300813122,0.42225914167,0.443608230833,0.456865360484,0.410770986965,0.521074450433
6.065271,0.902567661551,0.901824681988,0.511659305544,0.923773031254,0.931657477789,0.815279958137,0.740182605005,0.408158102957,0.722381887487,0.790125988129
0.3181964,0.748737085382,0.743966787734,0.670663015688,0.613765524771,0.682535207651,0.653893085347,0.577506147853,0.515255066505,0.425530210684,0.520996486722
2.0453,0.435323620254,0.549673480003,0.581170341403,0.546163504845,0.631896849857,0.436789134419,0.456931009047,0.489175734952,0.423050359804,0.533065514686
3.462085,0.671059798776,0.677178018418,0.674500985512,0.64388221646,0.766010199406,0.630852651512,0.564131530035,0.567776949991,0.49980956867,0.647715755361
1.400434,0.489499423882,0.5974507244,0.612867517135,0.59071379828,0.692538634425,0.478764669027,0.496426307303,0.51599341613,0.457852083128,0.585995507571
1.419021,0.460245628117,0.575295627725,0.598132683021,0.569282107274,0.676216083487,0.456827125469,0.476766677503,0.503712669836,0.441812354591,0.570179310396
1.221125,0.445437284418,0.55766018371,0.574589592944,0.554127200764,0.665611518553,0.444199618447,0.46409297433,0.484198370727,0.43036419594,0.561407472116
1.114506,0.421095459716,0.539572515647,0.557024288089,0.532410263409,0.639215958023,0.424413297572,0.447660359875,0.46834334102,0.41221805289,0.538908495773
1.659685,0.45772090751,0.559488488666,0.5817150566,0.545614849188,0.643057359986,0.453249185152,0.462862323732,0.488428724334,0.421845178799,0.540903016213
1.148514,0.398280588402,0.517825649838,0.534429808966,0.506132796506,0.607783892697,0.408089348192,0.429902055548,0.449583630897,0.392427516744,0.512013471147
1.302822,0.504195426383,0.608623052169,0.621975974539,0.598362221919,0.703055682825,0.490396054938,0.506115453278,0.522384687408,0.463372469889,0.592896830683
0.8171638,0.509097050231,0.601554382692,0.636389484296,0.621643237341,0.71596867568,0.494690873935,0.500528115965,0.535810308671,0.481876666274,0.605830826115
2.750545,0.526795962516,0.532118905812,0.555904133454,0.516183977071,0.599035108692,0.509748259428,0.442119462207,0.46794818323,0.400071292397,0.505080225886
0.6483399,0.667770123302,0.724450635119,0.720879227936,0.644132660025,0.753471662541,0.625056024479,0.60229843844,0.607861648004,0.5005617459,0.639983842481
1.664048,0.480698377926,0.580358078637,0.596065197608,0.545464037123,0.641020807199,0.472116235249,0.481299402873,0.500708388004,0.42273368152,0.539410655736
2.96993,0.643845882658,0.630651991921,0.653135476046,0.6308605159,0.739718654429,0.603807787344,0.52534686635,0.550692059326,0.4901065885,0.627152980147
1.068003,0.656843463627,0.694417523779,0.699710865686,0.670489968609,0.78369499541,0.612980549239,0.577615767016,0.589923108248,0.521480017441,0.662988048225
2.012783,0.596129697913,0.697856108648,0.725634444384,0.693221645967,0.75944502466,0.563565198415,0.578927416995,0.60878837422,0.5359453722,0.642109734844
0.1714442,0.615941659442,0.613200284144,0.591205646757,0.533745052545,0.6089947772,0.55729456322,0.452770340835,0.434793361977,0.350627044219,0.445494464883
1.898961,0.562637978272,0.670366838456,0.696405449379,0.6564583049,0.754450126085,0.538443939149,0.556736826531,0.585646201806,0.508301532893,0.63668112781
1.293067,0.449581344266,0.552668251284,0.558981678303,0.528609253446,0.625879012122,0.446785544159,0.458677355705,0.470023573598,0.409972660639,0.526813070647
3.912929,0.840910081957,0.665295977082,0.619594845829,0.579050088713,0.676698859122,0.793710240219,0.55278135675,0.520876050748,0.448275349911,0.570746542432
0.2406594,0.495736577629,0.600625997125,0.590785108703,0.541151903917,0.630084109845,0.479250410064,0.489608859388,0.485400624772,0.406769276796,0.518476478594
1.460144,0.42996450166,0.539809949447,0.57064600854,0.543613347891,0.654836941992,0.431192552909,0.448223575572,0.480184541936,0.421155594597,0.550637430071
0.4357657,0.409569400623,0.522224321243,0.556829701227,0.524585096219,0.610387150909,0.414316571748,0.430428551526,0.464238571807,0.399906853088,0.508041619116
2.705211,0.585800220396,0.612659426769,0.637300970124,0.617561075474,0.691672077269,0.557845421715,0.509559546965,0.537096466082,0.479044597002,0.585465722671
0.7496304,0.448441672376,0.549887623294,0.583646843279,0.567406168964,0.65337211607,0.445540686092,0.455854797269,0.490509527823,0.438986650711,0.550779851967
0.5434951,0.467449507436,0.566733777837,0.598518656303,0.56181247441,0.664577101815,0.46002844049,0.469070116304,0.502225144345,0.433444515525,0.559676309407
1.589339,0.457847291358,0.565952898827,0.592888439063,0.554780947182,0.65451628715,0.454859522284,0.469808830661,0.498252996582,0.42926616571,0.550896490589
1.396232,0.578002115267,0.677529963887,0.679084658279,0.648978435922,0.759598537269,0.54555875472,0.557565720198,0.565455262644,0.495343715289,0.631348287223
1.621108,0.439347948036,0.540542306563,0.567599187933,0.525449024157,0.627755596162,0.439270637541,0.448130696281,0.477807099448,0.407968622858,0.52964923083
1.130638,0.414987646164,0.548175123925,0.561554193433,0.532251262454,0.644582443193,0.418758638329,0.452868620084,0.470519415428,0.410624052485,0.541693089407
1.959146,0.515206341956,0.600380799822,0.616560186901,0.580739729767,0.671123625497,0.499612228472,0.49778007696,0.518197638764,0.450751487645,0.564939780707
1.116426,0.476829258378,0.590820045882,0.615724231499,0.597868158864,0.703776618208,0.469470471873,0.490372953551,0.518553822088,0.464093350605,0.594321663537
1.663687,0.521897295016,0.620673949695,0.649165648019,0.607090896683,0.713808021579,0.506380337578,0.515611820726,0.547841510113,0.47367114472,0.605466176948
2.871751,0.601179139126,0.634223850258,0.654911081165,0.63591852054,0.742773124935,0.569528432277,0.526900434481,0.551581435011,0.494008574184,0.628869409557
0.4361766,0.470215909435,0.569308026039,0.598502014006,0.562338610618,0.649841326068,0.460830382515,0.470710623771,0.497381484194,0.429928166544,0.543571585113
1.092518,0.381734651569,0.486492151745,0.497103056083,0.467448478231,0.566320423999,0.394621180656,0.402408165602,0.418294712253,0.361939938277,0.476702049095
0.444476,0.488277713354,0.589936947417,0.625538066279,0.575737000136,0.65835410237,0.469999037904,0.479699935092,0.512094345492,0.430921167795,0.536774008986
2.044361,0.418446572522,0.535424217212,0.566428466317,0.532458031937,0.616552045114,0.423285768257,0.443694630173,0.47669145533,0.413460895802,0.519846061574
0.7448707,0.538696738632,0.626025591094,0.653305739551,0.636772212365,0.725387463314,0.517648004355,0.51974872912,0.549509292514,0.493334373014,0.611153844501
0.5648783,0.604989131728,0.669278007161,0.699675660826,0.652727582913,0.743316157855,0.569057943978,0.551046890002,0.579773507463,0.496790250765,0.621860656135
1.026652,0.3374988267,0.463685567777,0.486843079713,0.458128838542,0.549604048658,0.358721515512,0.38473302064,0.409514089622,0.355905546061,0.462940533333
2.154024,0.453136351912,0.550275151485,0.572219985825,0.535068240753,0.608935954611,0.448049174827,0.453782833099,0.476839233517,0.404782213396,0.503946989588
2.315891,0.506715712469,0.589306162798,0.616839905515,0.596525863246,0.688347166326,0.494660368459,0.489549999838,0.519596930393,0.463679069634,0.580875685943
3.381355,0.478317779251,0.533888984495,0.540403113569,0.507716664392,0.592480694175,0.468731887374,0.443394932463,0.453394467672,0.392991384441,0.497708051073
0.06501748,0.367632135791,0.466796791603,0.460755638394,0.399572130476,0.477747952813,0.353804854125,0.338979170199,0.332623420634,0.256360353364,0.334839403964
2.258321,0.589707772459,0.649278576484,0.673550454293,0.640632591784,0.714714750259,0.559309097906,0.540230232641,0.56871775032,0.498335980276,0.606090500521
0.9403085,0.416163533308,0.529732275599,0.551278214855,0.531069332605,0.630224710179,0.421871956785,0.440324515921,0.464187688475,0.41155233891,0.530700206205
1.458551,0.498338163266,0.602962164568,0.61397999071,0.578058550566,0.686936141552,0.486760623532,0.499939520462,0.515594469155,0.446933843413,0.576789650839
0.7038966,0.476688092794,0.555955447844,0.574898755623,0.538565579364,0.628000929397,0.468609278827,0.461461574434,0.48297717076,0.41676294323,0.527348994422
1.188928,0.497670767859,0.579376642466,0.575876810642,0.540297529685,0.643916026307,0.485364998017,0.480801526676,0.483624579962,0.417771857963,0.541542686973
0.3140721,0.46385015458,0.573016392637,0.582661747289,0.556400982667,0.617017604381,0.449189023661,0.464859768471,0.469724769351,0.40533175896,0.489946671594
1.872998,0.452055806968,0.564247516003,0.603671367625,0.564230244302,0.672898346031,0.450131173546,0.46806410399,0.507160286231,0.437124773365,0.566279897088
0.2832441,0.484971038883,0.581545894595,0.586733989454,0.554847140712,0.622811629341,0.471702064751,0.477856929173,0.485759514655,0.422727846577,0.518017904642
0.357105,0.479736086875,0.560366411463,0.576432407341,0.549203630408,0.607417327542,0.470594481325,0.463057262243,0.481179473469,0.420998051129,0.508190793775
2.018903,0.452286402059,0.567985642695,0.599270120042,0.560097584277,0.64895970459,0.449786813656,0.471403978474,0.502722068799,0.433295459247,0.546609714278
2.441088,0.495081007612,0.566848936465,0.593662305894,0.561249488194,0.632239025158,0.48695362933,0.467207130538,0.498995676703,0.435467649483,0.534544369639
1.775383,0.424728810565,0.544889221282,0.576152048638,0.529684727719,0.621295871666,0.428861230591,0.452649381759,0.484523699264,0.409960990752,0.523939463327
1.674951,0.497202925897,0.606657591994,0.635357021766,0.599015285929,0.707471681048,0.483338730456,0.502475341088,0.535050306564,0.464311895752,0.59588584885
0.5972927,0.490425499678,0.570105079013,0.600392194942,0.559441790637,0.65993011733,0.479258623077,0.472951066654,0.503904835611,0.432326858668,0.555462585706
3.689325,0.818341326557,0.627398437207,0.588573603409,0.547675037532,0.629198184276,0.751335787851,0.522607467279,0.495323415811,0.424532435389,0.531250249392
3.189586,0.835539137973,0.655887905368,0.657954061242,0.633300805241,0.736413829248,0.756633767684,0.545135015168,0.553451126803,0.490873618312,0.622085338955
